5.940000000000000000e+02,1.547619020000000205e+02,1.200000000000000000e+02,5.833333394999999655e+01
9.400000000000000000e+02,2.500000000000000000e+02,1.200000000000000000e+02,1.166666649999999983e+01
1.063000000000000000e+03,2.833333434999999554e+02,1.200000000000000000e+02,1.666666624999999957e+00
3.719000000000000000e+03,9.833333434999999554e+02,1.200000000000000000e+02,3.500000000000000000e+01
5.673000000000000000e+03,1.502380979999999909e+03,1.200000000000000000e+02,8.333333254999997664e+00
5.943000000000000000e+03,1.573809510000000046e+03,1.200000000000000000e+02,8.333333254999997664e+00
6.479000000000000000e+03,1.711904784999999947e+03,1.200000000000000000e+02,5.500000000000000000e+01
6.631000000000000000e+03,1.754761899999999969e+03,1.200000000000000000e+02,2.166666700000000034e+01
6.732000000000000000e+03,1.778571410000000014e+03,1.200000000000000000e+02,5.833333394999999655e+01
7.000000000000000000e+03,1.850000000000000000e+03,1.200000000000000000e+02,5.166666605000000345e+01
8.413000000000000000e+03,1.357142864999999858e+02,7.000000000000000000e+01,6.000000000000000000e+01
9.248000000000000000e+03,2.690476070000000277e+02,9.000000000000000000e+01,6.000000000000000000e+01
1.040700000000000000e+04,4.500000000000000000e+02,1.400000000000000000e+01,6.000000000000000000e+01
1.081900000000000000e+04,5.166666565000000446e+02,4.600000000000000000e+01,6.000000000000000000e+01
1.095300000000000000e+04,5.404761660000000347e+02,1.100000000000000000e+02,6.000000000000000000e+01
1.097000000000000000e+04,5.404761660000000347e+02,4.200000000000000000e+01,6.000000000000000000e+01
1.124800000000000000e+04,5.833333434999999554e+02,1.000000000000000000e+01,6.000000000000000000e+01
1.151600000000000000e+04,6.261904600000000300e+02,1.800000000000000000e+01,6.000000000000000000e+01
1.156000000000000000e+04,6.357142639999999574e+02,8.200000000000000000e+01,6.000000000000000000e+01
1.190000000000000000e+04,6.880952449999999772e+02,4.200000000000000000e+01,6.000000000000000000e+01
1.221300000000000000e+04,7.404761660000000347e+02,1.100000000000000000e+02,6.000000000000000000e+01
1.234800000000000000e+04,7.595238339999998516e+02,5.000000000000000000e+01,6.000000000000000000e+01
1.251600000000000000e+04,7.880952449999998635e+02,9.800000000000000000e+01,6.000000000000000000e+01
1.406100000000000000e+04,1.030952389999999923e+03,3.800000000000000000e+01,6.000000000000000000e+01
1.410800000000000000e+04,1.040476194999999962e+03,9.000000000000000000e+01,6.000000000000000000e+01
1.427100000000000000e+04,1.064285709999999881e+03,3.800000000000000000e+01,6.000000000000000000e+01
1.500300000000000000e+04,1.183333309999999983e+03,1.100000000000000000e+02,6.000000000000000000e+01
1.606800000000000000e+04,1.350000000000000000e+03,5.000000000000000000e+01,6.000000000000000000e+01
1.671200000000000000e+04,1.454761899999999969e+03,1.140000000000000000e+02,6.000000000000000000e+01
1.673400000000000000e+04,1.454761899999999969e+03,2.600000000000000000e+01,6.000000000000000000e+01
1.715200000000000000e+04,1.521428589999999986e+03,3.400000000000000000e+01,6.000000000000000000e+01
1.804500000000000000e+04,1.664285709999999881e+03,6.200000000000000000e+01,6.000000000000000000e+01
1.911900000000000000e+04,1.835714289999999892e+03,8.600000000000000000e+01,6.000000000000000000e+01
2.096300000000000000e+04,2.119047625000000039e+02,0.000000000000000000e+00,2.500000000000000000e+01
2.102100000000000000e+04,2.261904754999999909e+02,0.000000000000000000e+00,1.166666649999999805e+01
2.160700000000000000e+04,3.833333435000000122e+02,0.000000000000000000e+00,3.833333394999999655e+01
2.364200000000000000e+04,9.214285579999999527e+02,0.000000000000000000e+00,3.500000000000000000e+01
2.450000000000000000e+04,1.150000000000000000e+03,0.000000000000000000e+00,5.500000000000000000e+01
2.542200000000000000e+04,1.392857119999999895e+03,0.000000000000000000e+00,4.166666605000000345e+01
2.584600000000000000e+04,1.502380979999999909e+03,0.000000000000000000e+00,8.333333254999997664e+00
2.909800000000000000e+04,2.166666720000000055e+02,1.100000000000000000e+02,0.000000000000000000e+00
2.917400000000000000e+04,2.309523770000000127e+02,5.400000000000000000e+01,0.000000000000000000e+00
2.990900000000000000e+04,3.452380980000000363e+02,1.140000000000000000e+02,0.000000000000000000e+00
3.026100000000000000e+04,4.023809509999999818e+02,8.200000000000000000e+01,0.000000000000000000e+00
3.206300000000000000e+04,6.880952449999999772e+02,9.000000000000000000e+01,0.000000000000000000e+00
3.308100000000000000e+04,8.500000000000000000e+02,8.200000000000000000e+01,0.000000000000000000e+00
3.313900000000000000e+04,8.595238339999998516e+02,7.400000000000000000e+01,0.000000000000000000e+00
3.595400000000000000e+04,1.307142879999999877e+03,5.400000000000000000e+01,0.000000000000000000e+00
3.675100000000000000e+04,1.435714289999999892e+03,2.000000000000000000e+00,0.000000000000000000e+00
3.745300000000000000e+04,1.545238100000000031e+03,5.000000000000000000e+01,0.000000000000000000e+00
