1.891000000000000000e+03,5.023809509999999818e+02,1.200000000000000000e+02,1.666666624999999957e+00,2.302912175655364713e-01,-1.164453290402889252e-02,1.656727910041809082e+00,5.262559861876070499e-04,-1.732600212562829256e-04,-2.424086233077104796e-05
2.208000000000000000e+03,5.833333434999999554e+02,1.200000000000000000e+02,3.833333394999999655e+01,-7.955244183540344238e-02,1.600129209691658616e-03,2.377234697341918501e+00,-1.460799539927393198e-04,4.813830673811025918e-05,-7.107239798642694950e-05
3.300000000000000000e+03,8.738095399999998563e+02,1.200000000000000000e+02,1.833333299999999966e+01,1.650606580078601837e-01,-5.268184933811425295e-03,5.867788314819335938e+00,1.607063022674992681e-04,-5.304273145156912506e-05,-7.001934136496856809e-05
9.870000000000000000e+03,3.642857055000000059e+02,2.000000000000000000e+00,6.000000000000000000e+01,-1.628440953791141510e-01,-1.220000139437615871e-02,7.088605761528015137e-01,-5.386688862927258015e-04,1.785931963240727511e-04,2.292604585818480700e-05
1.347900000000000000e+04,9.404761660000000347e+02,8.600000000000000000e+01,6.000000000000000000e+01,-4.489179402589797419e-01,1.055530272424221039e-03,6.852177023887633389e+00,-3.415440733078867197e-04,1.127225623349659145e-04,-2.466044497850816697e-05
1.747400000000000000e+04,1.573809510000000046e+03,6.600000000000000000e+01,6.000000000000000000e+01,-6.163021922111511230e-01,-3.657844034023583369e-03,1.844611072540283203e+01,-1.251222129212692380e-04,4.128915679757483304e-05,-5.695121217286214232e-06
1.871600000000000000e+04,1.769047610000000077e+03,1.800000000000000000e+01,6.000000000000000000e+01,-6.374854594469070435e-01,-5.420110770501196384e-03,2.255436611175536754e+01,-5.840013909619301558e-05,1.956093547050840814e-05,3.796605960815213621e-05
1.882600000000000000e+04,1.788095215000000053e+03,5.800000000000000000e+01,6.000000000000000000e+01,-6.378804445266723633e-01,-4.550953046418726444e-03,2.296198368072509766e+01,-5.429878001450560987e-05,1.929035533976275474e-05,1.594505192770157009e-06
2.457300000000000000e+04,1.169047610000000077e+03,0.000000000000000000e+00,5.166666605000000345e+01,-3.820445835590362549e-01,-7.143552531488238898e-03,1.060519766807555975e+01,-2.157846029149368405e-04,7.119728979887440801e-05,6.435962859541177750e-05
2.500200000000000000e+04,1.278571410000000014e+03,0.000000000000000000e+00,1.666666624999999957e+00,5.281782150268554688e-01,1.629457430681213520e-03,1.260127019882201971e+01,2.420953678665682402e-04,-7.988438301254063845e-05,2.427570689178536900e-05
2.848700000000000000e+04,1.214285739999999976e+02,6.600000000000000000e+01,0.000000000000000000e+00,1.656341191846877120e-03,-1.057531117112375660e-04,-1.449106319341808341e-03,4.266432661097496748e-04,-1.876444730442017317e-05,2.881583350244908847e-05
2.895900000000000000e+04,1.976190489999999897e+02,3.400000000000000000e+01,0.000000000000000000e+00,5.452721845358609459e-02,4.899367457255721092e-03,8.799385838210582733e-02,6.069846567697823048e-04,-2.030356117757036740e-04,4.796137000084855340e-05
2.981100000000000000e+04,3.309523929999999723e+02,8.200000000000000000e+01,0.000000000000000000e+00,1.410748995840549469e-01,-5.413788952864706516e-03,5.474861711263656616e-01,5.499356775544583797e-04,-1.812756527215242386e-04,-2.166588819818571210e-05
3.035100000000000000e+04,4.166666564999999878e+02,8.200000000000000000e+01,0.000000000000000000e+00,1.930929981172084808e-01,-5.335356108844280243e-03,1.034675210714340210e+00,5.204583867453038692e-04,-1.715064718155190349e-04,-2.111737012455704876e-05
3.116300000000000000e+04,5.452380679999999984e+02,9.000000000000000000e+01,0.000000000000000000e+00,2.659870609641075134e-01,-6.655011791735888395e-03,2.032822728157043457e+00,4.766253987327217514e-04,-1.571229950059205294e-04,-2.857323670468758792e-05
